Name	UploadTime	FinishTime	Diff
stonehenge5378.jpeg:	1486289324000	1486249752000	-39572000
stonehenge5390.jpeg:	1486289324000	1486249789000	-39535000
stonehenge5385.jpeg:	1486289324000	1486249774000	-39550000
stonehenge5389.jpeg:	1486289324000	1486249786000	-39538000
stonehenge5376.jpeg:	1486289324000	1486249747000	-39577000
stonehenge5382.jpeg:	1486289324000	1486249765000	-39559000
stonehenge5387.jpeg:	1486289324000	1486249779000	-39545000
stonehenge5379.jpeg:	1486289324000	1486249755000	-39569000
stonehenge5384.jpeg:	1486289324000	1486249771000	-39553000
stonehenge5377.jpeg:	1486289324000	1486249750000	-39574000
stonehenge5381.jpeg:	1486289324000	1486249761000	-39563000
stonehenge5380.jpeg:	1486289324000	1486249758000	-39566000
stonehenge5386.jpeg:	1486289324000	1486249777000	-39547000
stonehenge5388.jpeg:	1486289324000	1486249783000	-39541000
stonehenge5383.jpeg:	1486289324000	1486249768000	-39556000

Mittelwert:	-39556
Longest:	0

