Name	UploadTime	FinishTime	Diff
stonehenge5451.jpeg:	1486251096000	1486251984000	888000
stonehenge5429.jpeg:	1486251096000	1486251436000	340000
stonehenge5423.jpeg:	1486251096000	1486251414000	318000
stonehenge5457.jpeg:	1486251095000	1486252003000	908000
stonehenge5465.jpeg:	1486251096000	1486252030000	934000
stonehenge5440.jpeg:	1486251096000	1486251693000	597000
stonehenge5431.jpeg:	1486251096000	1486251441000	345000
stonehenge5437.jpeg:	1486251096000	1486251681000	585000
stonehenge5426.jpeg:	1486251096000	1486251426000	330000
stonehenge5434.jpeg:	1486251096000	1486251451000	355000
stonehenge5442.jpeg:	1486251096000	1486251701000	605000
stonehenge5421.jpeg:	1486251096000	1486251408000	312000
stonehenge5435.jpeg:	1486251096000	1486251455000	359000
stonehenge5427.jpeg:	1486251096000	1486251430000	334000
stonehenge5432.jpeg:	1486251096000	1486251444000	348000
stonehenge5424.jpeg:	1486251096000	1486251416000	320000
stonehenge5446.jpeg:	1486251096000	1486251711000	615000
stonehenge5449.jpeg:	1486251096000	1486251722000	626000
stonehenge5443.jpeg:	1486251096000	1486251704000	608000
stonehenge5462.jpeg:	1486251096000	1486252019000	923000
stonehenge5454.jpeg:	1486251096000	1486251994000	898000
stonehenge5438.jpeg:	1486251096000	1486251685000	589000
stonehenge5430.jpeg:	1486251096000	1486251439000	343000
stonehenge5433.jpeg:	1486251096000	1486251448000	352000
stonehenge5447.jpeg:	1486251096000	1486251714000	618000
stonehenge5436.jpeg:	1486251096000	1486251677000	581000
stonehenge5444.jpeg:	1486251096000	1486251706000	610000
stonehenge5455.jpeg:	1486251096000	1486251997000	901000
stonehenge5458.jpeg:	1486251095000	1486252007000	912000
stonehenge5461.jpeg:	1486251096000	1486252015000	919000
stonehenge5439.jpeg:	1486251096000	1486251689000	593000
stonehenge5450.jpeg:	1486251096000	1486251725000	629000
stonehenge5460.jpeg:	1486251096000	1486252012000	916000
stonehenge5459.jpeg:	1486251095000	1486252010000	915000
stonehenge5463.jpeg:	1486251096000	1486252023000	927000
stonehenge5445.jpeg:	1486251096000	1486251709000	613000
stonehenge5448.jpeg:	1486251096000	1486251718000	622000
stonehenge5453.jpeg:	1486251096000	1486251990000	894000
stonehenge5456.jpeg:	1486251095000	1486252001000	906000
stonehenge5428.jpeg:	1486251096000	1486251432000	336000
stonehenge5452.jpeg:	1486251096000	1486251987000	891000
stonehenge5425.jpeg:	1486251096000	1486251419000	323000
stonehenge5422.jpeg:	1486251096000	1486251411000	315000
stonehenge5464.jpeg:	1486251096000	1486252027000	931000
stonehenge5441.jpeg:	1486251096000	1486251698000	602000

Mittelwert:	617
Longest:	934

