Name	UploadTime	FinishTime	Diff
stonehenge3232.jpeg:	1485647804000	1485691290000	43486000
stonehenge3207.jpeg:	1485647802000	1485647893000	91000
stonehenge3246.jpeg:	1485647804000	1485691372000	43568000
stonehenge3238.jpeg:	1485647804000	1485691308000	43504000
stonehenge3263.jpeg:	1485647801000	1485691452000	43651000
stonehenge3215.jpeg:	1485647804000	1485647994000	190000
stonehenge3199.jpeg:	1485647802000	1485647863000	61000
stonehenge3201.jpeg:	1485647802000	1485647870000	68000
stonehenge3254.jpeg:	1485647804000	1485691395000	43591000
stonehenge3262.jpeg:	1485647801000	1485691449000	43648000
stonehenge3210.jpeg:	1485647802000	1485647902000	100000
stonehenge3202.jpeg:	1485647802000	1485647873000	71000
stonehenge3247.jpeg:	1485647804000	1485691375000	43571000
stonehenge3255.jpeg:	1485647804000	1485691397000	43593000
stonehenge3269.jpeg:	1485647802000	1485691473000	43671000
stonehenge3224.jpeg:	1485647804000	1485691227000	43423000
stonehenge3240.jpeg:	1485647804000	1485691313000	43509000
stonehenge3208.jpeg:	1485647802000	1485647896000	94000
stonehenge3216.jpeg:	1485647804000	1485647996000	192000
stonehenge3211.jpeg:	1485647802000	1485647983000	181000
stonehenge3228.jpeg:	1485647804000	1485691278000	43474000
stonehenge3222.jpeg:	1485647804000	1485691216000	43412000
stonehenge3214.jpeg:	1485647804000	1485647991000	187000
stonehenge3239.jpeg:	1485647804000	1485691311000	43507000
stonehenge3206.jpeg:	1485647802000	1485647887000	85000
stonehenge3236.jpeg:	1485647804000	1485691302000	43498000
stonehenge3209.jpeg:	1485647802000	1485647899000	97000
stonehenge3270.jpeg:	1485647802000	1485691476000	43674000
stonehenge3217.jpeg:	1485647804000	1485647999000	195000
stonehenge3225.jpeg:	1485647804000	1485691230000	43426000
stonehenge3233.jpeg:	1485647804000	1485691293000	43489000
stonehenge3241.jpeg:	1485647804000	1485691357000	43553000
stonehenge3268.jpeg:	1485647802000	1485691471000	43669000
stonehenge3230.jpeg:	1485647804000	1485691284000	43480000
stonehenge3203.jpeg:	1485647802000	1485647876000	74000
stonehenge3200.jpeg:	1485647802000	1485647866000	64000
stonehenge3243.jpeg:	1485647804000	1485691362000	43558000
stonehenge3235.jpeg:	1485647804000	1485691300000	43496000
stonehenge3257.jpeg:	1485647804000	1485691432000	43628000
stonehenge3197.jpeg:	1485647802000	1485647856000	54000
stonehenge3252.jpeg:	1485647804000	1485691389000	43585000
stonehenge3260.jpeg:	1485647804000	1485691442000	43638000
stonehenge3212.jpeg:	1485647802000	1485647985000	183000
stonehenge3265.jpeg:	1485647802000	1485691460000	43658000
stonehenge3204.jpeg:	1485647802000	1485647879000	77000
stonehenge3249.jpeg:	1485647804000	1485691380000	43576000
stonehenge3219.jpeg:	1485647804000	1485691206000	43402000
stonehenge3205.jpeg:	1485647802000	1485647884000	82000
stonehenge3258.jpeg:	1485647804000	1485691435000	43631000
stonehenge3244.jpeg:	1485647804000	1485691365000	43561000
stonehenge3196.jpeg:	1485647802000	1485647852000	50000
stonehenge3251.jpeg:	1485647804000	1485691387000	43583000
stonehenge3266.jpeg:	1485647802000	1485691463000	43661000
stonehenge3227.jpeg:	1485647804000	1485691275000	43471000
stonehenge3213.jpeg:	1485647802000	1485647988000	186000
stonehenge3221.jpeg:	1485647804000	1485691213000	43409000
stonehenge3256.jpeg:	1485647804000	1485691429000	43625000
stonehenge3250.jpeg:	1485647804000	1485691384000	43580000
stonehenge3264.jpeg:	1485647801000	1485691456000	43655000
stonehenge3259.jpeg:	1485647804000	1485691438000	43634000
stonehenge3267.jpeg:	1485647802000	1485691468000	43666000
stonehenge3220.jpeg:	1485647804000	1485691208000	43404000
stonehenge3223.jpeg:	1485647804000	1485691222000	43418000
stonehenge3234.jpeg:	1485647804000	1485691297000	43493000
stonehenge3226.jpeg:	1485647804000	1485691272000	43468000
stonehenge3231.jpeg:	1485647804000	1485691286000	43482000
stonehenge3218.jpeg:	1485647804000	1485691203000	43399000
stonehenge3242.jpeg:	1485647804000	1485691359000	43555000
stonehenge3248.jpeg:	1485647804000	1485691378000	43574000
stonehenge3229.jpeg:	1485647804000	1485691281000	43477000
stonehenge3261.jpeg:	1485647801000	1485691445000	43644000
stonehenge3237.jpeg:	1485647804000	1485691305000	43501000
stonehenge3198.jpeg:	1485647802000	1485647860000	58000
stonehenge3245.jpeg:	1485647804000	1485691370000	43566000
stonehenge3253.jpeg:	1485647804000	1485691392000	43588000

Mittelwert:	30805
Longest:	43674

