Name	UploadTime	FinishTime	Diff
stonehenge5046.jpeg:	1486221742000	1486221777000	35000
stonehenge5088.jpeg:	1486221742000	1486221944000	202000
stonehenge5049.jpeg:	1486221742000	1486221796000	54000
stonehenge5082.jpeg:	1486221741000	1486221759000	18000
stonehenge5057.jpeg:	1486221742000	1486221833000	91000
stonehenge5077.jpeg:	1486221742000	1486221928000	186000
stonehenge5085.jpeg:	1486221742000	1486221931000	189000
stonehenge5060.jpeg:	1486221742000	1486221846000	104000
stonehenge5063.jpeg:	1486221742000	1486221860000	118000
stonehenge5066.jpeg:	1486221742000	1486221872000	130000
stonehenge5068.jpeg:	1486221742000	1486221886000	144000
stonehenge5090.jpeg:	1486221742000	1486221951000	209000
stonehenge5074.jpeg:	1486221742000	1486221914000	172000
stonehenge5071.jpeg:	1486221742000	1486221899000	157000
stonehenge5079.jpeg:	1486221741000	1486221749000	8000
stonehenge5058.jpeg:	1486221742000	1486221838000	96000
stonehenge5076.jpeg:	1486221742000	1486221923000	181000
stonehenge5065.jpeg:	1486221742000	1486221866000	124000
stonehenge5069.jpeg:	1486221742000	1486221890000	148000
stonehenge5073.jpeg:	1486221742000	1486221909000	167000
stonehenge5051.jpeg:	1486221742000	1486221804000	62000
stonehenge5054.jpeg:	1486221742000	1486221820000	78000
stonehenge5070.jpeg:	1486221742000	1486221894000	152000
stonehenge5062.jpeg:	1486221742000	1486221855000	113000
stonehenge5067.jpeg:	1486221742000	1486221876000	134000
stonehenge5064.jpeg:	1486221742000	1486221862000	120000
stonehenge5053.jpeg:	1486221742000	1486221814000	72000
stonehenge5056.jpeg:	1486221742000	1486221828000	86000
stonehenge5061.jpeg:	1486221742000	1486221851000	109000
stonehenge5081.jpeg:	1486221741000	1486221755000	14000
stonehenge5047.jpeg:	1486221742000	1486221783000	41000
stonehenge5084.jpeg:	1486221741000	1486221773000	32000
stonehenge5050.jpeg:	1486221742000	1486221800000	58000
stonehenge5087.jpeg:	1486221742000	1486221940000	198000
stonehenge5055.jpeg:	1486221742000	1486221823000	81000
stonehenge5080.jpeg:	1486221741000	1486221752000	11000
stonehenge5048.jpeg:	1486221742000	1486221790000	48000
stonehenge5052.jpeg:	1486221742000	1486221808000	66000
stonehenge5089.jpeg:	1486221742000	1486221947000	205000
stonehenge5072.jpeg:	1486221742000	1486221904000	162000
stonehenge5078.jpeg:	1486221741000	1486221746000	5000
stonehenge5086.jpeg:	1486221742000	1486221936000	194000
stonehenge5059.jpeg:	1486221742000	1486221842000	100000
stonehenge5075.jpeg:	1486221742000	1486221919000	177000
stonehenge5083.jpeg:	1486221741000	1486221768000	27000

Mittelwert:	108
Longest:	209

