Name	UploadTime	FinishTime	Diff
stonehenge2121.jpeg:	1485616935000	1485616965000	30000
stonehenge2127.jpeg:	1485616890000	1485616904000	14000
stonehenge2124.jpeg:	1485616885000	1485616897000	12000
stonehenge2104.jpeg:	1485616904000	1485616922000	18000
stonehenge2119.jpeg:	1485616931000	1485616962000	31000
stonehenge2101.jpeg:	1485616899000	1485616914000	15000
stonehenge2130.jpeg:	1485616897000	1485616911000	14000
stonehenge2108.jpeg:	1485616910000	1485616932000	22000
stonehenge2116.jpeg:	1485616926000	1485616954000	28000
stonehenge2113.jpeg:	1485616920000	1485616946000	26000
stonehenge2102.jpeg:	1485616901000	1485616916000	15000
stonehenge2105.jpeg:	1485616906000	1485616925000	19000
stonehenge2110.jpeg:	1485616914000	1485616938000	24000
stonehenge2103.jpeg:	1485616902000	1485616919000	17000
stonehenge2117.jpeg:	1485616928000	1485616956000	28000
stonehenge2111.jpeg:	1485616915000	1485616941000	26000
stonehenge2128.jpeg:	1485616893000	1485616906000	13000
stonehenge2125.jpeg:	1485616886000	1485616899000	13000
stonehenge2109.jpeg:	1485616912000	1485616934000	22000
stonehenge2114.jpeg:	1485616923000	1485616949000	26000
stonehenge2106.jpeg:	1485616907000	1485616928000	21000
stonehenge2122.jpeg:	1485616937000	1485616968000	31000
stonehenge2112.jpeg:	1485616918000	1485616942000	24000
stonehenge2115.jpeg:	1485616925000	1485616952000	27000
stonehenge2129.jpeg:	1485616895000	1485616909000	14000
stonehenge2123.jpeg:	1485616883000	1485616894000	11000
stonehenge2120.jpeg:	1485616934000	1485616963000	29000
stonehenge2107.jpeg:	1485616909000	1485616930000	21000
stonehenge2118.jpeg:	1485616930000	1485616959000	29000
stonehenge2126.jpeg:	1485616888000	1485616901000	13000

Mittelwert:	21
Longest:	31

