Name	UploadTime	FinishTime	Diff
stonehenge501.jpeg:	1485608638000	1485608695000	57000
stonehenge515.jpeg:	1485608636000	1485608741000	105000
stonehenge502.jpeg:	1485608639000	1485608697000	58000
stonehenge512.jpeg:	1485608632000	1485608733000	101000
stonehenge507.jpeg:	1485608650000	1485608718000	68000
stonehenge504.jpeg:	1485608644000	1485608706000	62000
stonehenge509.jpeg:	1485608653000	1485608725000	72000
stonehenge510.jpeg:	1485608656000	1485608727000	71000
stonehenge513.jpeg:	1485608633000	1485608736000	103000
stonehenge506.jpeg:	1485608649000	1485608715000	66000
stonehenge514.jpeg:	1485608635000	1485608738000	103000
stonehenge505.jpeg:	1485608647000	1485608711000	64000
stonehenge511.jpeg:	1485608658000	1485608730000	72000
stonehenge503.jpeg:	1485608642000	1485608703000	61000
stonehenge508.jpeg:	1485608652000	1485608721000	69000

Mittelwert:	75.0
Longest:	105

