Name	UploadTime	FinishTime	Diff
stonehenge307.jpeg:	1485606261000	1485606295000	34000
stonehenge346.jpeg:	1485606349000	1485606775000	426000
stonehenge301.jpeg:	1485606251000	1485606274000	23000
stonehenge338.jpeg:	1485606331000	1485606751000	420000
stonehenge354.jpeg:	1485606363000	1485606860000	497000
stonehenge315.jpeg:	1485606276000	1485606467000	191000
stonehenge310.jpeg:	1485606266000	1485606450000	184000
stonehenge302.jpeg:	1485606253000	1485606277000	24000
stonehenge347.jpeg:	1485606351000	1485606778000	427000
stonehenge355.jpeg:	1485606240000	1485606300000	60000
stonehenge340.jpeg:	1485606336000	1485606756000	420000
stonehenge308.jpeg:	1485606263000	1485606444000	181000
stonehenge332.jpeg:	1485606317000	1485606693000	376000
stonehenge316.jpeg:	1485606279000	1485606470000	191000
stonehenge324.jpeg:	1485606297000	1485606664000	367000
stonehenge328.jpeg:	1485606307000	1485606677000	370000
stonehenge311.jpeg:	1485606268000	1485606453000	185000
stonehenge325.jpeg:	1485606298000	1485606667000	369000
stonehenge339.jpeg:	1485606333000	1485606754000	421000
stonehenge314.jpeg:	1485606274000	1485606463000	189000
stonehenge322.jpeg:	1485606292000	1485606491000	199000
stonehenge333.jpeg:	1485606321000	1485606695000	374000
stonehenge309.jpeg:	1485606265000	1485606447000	182000
stonehenge317.jpeg:	1485606280000	1485606475000	195000
stonehenge344.jpeg:	1485606345000	1485606769000	424000
stonehenge336.jpeg:	1485606327000	1485606703000	376000
stonehenge341.jpeg:	1485606339000	1485606760000	421000
stonehenge306.jpeg:	1485606260000	1485606289000	29000
stonehenge330.jpeg:	1485606313000	1485606685000	372000
stonehenge303.jpeg:	1485606254000	1485606280000	26000
stonehenge349.jpeg:	1485606355000	1485606784000	429000
stonehenge335.jpeg:	1485606325000	1485606701000	376000
stonehenge343.jpeg:	1485606343000	1485606766000	423000
stonehenge318.jpeg:	1485606283000	1485606478000	195000
stonehenge312.jpeg:	1485606269000	1485606458000	189000
stonehenge360.jpeg:	1485606249000	1485606317000	68000
stonehenge352.jpeg:	1485606359000	1485606793000	434000
stonehenge357.jpeg:	1485606244000	1485606306000	62000
stonehenge304.jpeg:	1485606255000	1485606283000	28000
stonehenge320.jpeg:	1485606286000	1485606484000	198000
stonehenge358.jpeg:	1485606246000	1485606311000	65000
stonehenge313.jpeg:	1485606271000	1485606461000	190000
stonehenge319.jpeg:	1485606284000	1485606480000	196000
stonehenge305.jpeg:	1485606257000	1485606286000	29000
stonehenge351.jpeg:	1485606358000	1485606790000	432000
stonehenge327.jpeg:	1485606304000	1485606674000	370000
stonehenge321.jpeg:	1485606288000	1485606488000	200000
stonehenge350.jpeg:	1485606356000	1485606787000	431000
stonehenge359.jpeg:	1485606248000	1485606314000	66000
stonehenge337.jpeg:	1485606329000	1485606706000	377000
stonehenge323.jpeg:	1485606294000	1485606660000	366000
stonehenge326.jpeg:	1485606301000	1485606671000	370000
stonehenge331.jpeg:	1485606315000	1485606690000	375000
stonehenge334.jpeg:	1485606322000	1485606698000	376000
stonehenge342.jpeg:	1485606341000	1485606763000	422000
stonehenge345.jpeg:	1485606347000	1485606773000	426000
stonehenge329.jpeg:	1485606310000	1485606681000	371000
stonehenge356.jpeg:	1485606242000	1485606303000	61000
stonehenge348.jpeg:	1485606353000	1485606782000	429000
stonehenge353.jpeg:	1485606362000	1485606856000	494000

Mittelwert:	273.0
Longest:	497

